customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,code,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,Hash,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
,Male,0,No,No,3,Yes,No,2789,Fiber optic,No,No,No,No,No,Yes,Month-to-month,HQBOU,Yes,Electronic check,80.35,253.8,No
9424-CMPOG,Male,0,Yes,Yes,9,Yes,No,9424,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,CMPOG,No,Mailed check,19.6,197.4,No
,Male,0,Yes,Yes,67,Yes,No,5067,DSL,Yes,Yes,No,No,No,No,Two year,WJEUN,Yes,Bank transfer (automatic),54.2,3838.2,No
,Male,0,No,No,46,Yes,No,3450,DSL,No,No,No,No,No,No,Month-to-month,WXOAT,Yes,Credit card (automatic),45.2,2065.15,No
,Female,0,Yes,No,67,Yes,Yes,9251,DSL,Yes,Yes,Yes,No,No,Yes,One year,WNSOD,No,Mailed check,75.1,5064.45,No
6974-DAFLI,Female,0,Yes,No,55,Yes,No,6974,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,DAFLI,No,Electronic check,19.7,1140.05,No
2616-UUTFK,Male,0,Yes,No,33,Yes,Yes,2616,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,UUTFK,Yes,Bank transfer (automatic),72.75,2447.45,No
,Male,0,Yes,Yes,62,Yes,No,7064,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,JHXCE,No,Credit card (automatic),20.05,1263.9,No
5103-MHMHY,Female,0,No,Yes,1,Yes,No,5103,DSL,No,No,No,No,No,No,Month-to-month,MHMHY,No,Mailed check,45.95,45.95,Yes
7989-AWGEH,Male,0,Yes,Yes,49,No,No phone service,7989,DSL,Yes,No,No,No,No,Yes,Month-to-month,AWGEH,Yes,Electronic check,39.2,1838.15,No
4373-VVHQL,Male,0,No,No,1,Yes,No,4373,DSL,No,No,No,No,No,No,Month-to-month,VVHQL,Yes,Electronic check,44.75,44.75,No
,Male,0,Yes,No,14,Yes,Yes,4559,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,UWIHT,Yes,Electronic check,82.65,1185,No
,Male,1,No,No,18,Yes,Yes,7268,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,IGMFD,No,Bank transfer (automatic),93.9,1743.9,No
,Female,1,No,No,1,Yes,No,1846,Fiber optic,No,No,No,No,No,No,Month-to-month,XWOQN,Yes,Electronic check,70.15,70.15,Yes
0235-KGSLC,Female,0,No,No,1,Yes,No,235,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,KGSLC,Yes,Credit card (automatic),85.55,85.55,Yes
6650-BWFRT,Female,0,Yes,No,72,Yes,Yes,6650,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,BWFRT,Yes,Credit card (automatic),117.15,8529.5,No
,Male,0,No,No,64,Yes,Yes,9570,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,KYEUA,No,Credit card (automatic),99.25,6549.45,No
,Male,0,Yes,No,69,Yes,Yes,6993,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,YGFJV,Yes,Bank transfer (automatic),112.55,7806.5,No
2712-SYWAY,Female,0,No,No,1,Yes,Yes,2712,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,SYWAY,Yes,Electronic check,25.7,25.7,No
0730-BGQGF,Male,0,Yes,Yes,71,Yes,Yes,730,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,BGQGF,No,Credit card (automatic),90.3,6287.3,No
,Female,0,Yes,Yes,66,Yes,No,5498,DSL,No,No,No,Yes,No,No,One year,IBWPI,Yes,Credit card (automatic),49.4,3251.85,No
9101-NTIXF,Male,0,No,No,2,Yes,No,9101,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,NTIXF,No,Mailed check,19.4,50.6,No
0013-SMEOE,Female,1,Yes,No,71,Yes,No,13,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,SMEOE,Yes,Bank transfer (automatic),109.7,7904.25,No
9314-QDMDW,Male,0,No,No,11,Yes,No,9314,DSL,No,Yes,No,No,Yes,No,One year,QDMDW,Yes,Electronic check,61.25,729.95,No
9308-ANMVE,Male,0,No,Yes,47,Yes,No,9308,DSL,Yes,Yes,No,No,No,No,Month-to-month,ANMVE,Yes,Electronic check,55.3,2654.05,No
2884-GBPFB,Female,0,Yes,No,35,Yes,No,2884,Fiber optic,No,No,No,No,No,No,Month-to-month,GBPFB,Yes,Electronic check,70.3,2416.55,Yes
3757-NJYBX,Male,1,Yes,No,32,Yes,Yes,3757,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,NJYBX,No,Bank transfer (automatic),106.35,3520.75,Yes
3413-DHLPB,Male,0,Yes,Yes,60,Yes,Yes,3413,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,DHLPB,Yes,Bank transfer (automatic),103.75,5969.95,No
,Male,0,No,No,11,Yes,No,7649,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,PHJVR,No,Mailed check,19.5,226.8,No
6114-TCFID,Female,0,No,No,29,No,No phone service,6114,DSL,Yes,Yes,No,Yes,No,No,One year,TCFID,No,Credit card (automatic),39.5,1082.75,No
,Male,0,Yes,Yes,21,No,No phone service,3787,DSL,No,No,No,No,No,No,Month-to-month,TRIAL,Yes,Electronic check,26.05,565.75,No
2573-GYRUU,Male,1,Yes,No,48,Yes,Yes,2573,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,GYRUU,Yes,Credit card (automatic),91.05,4370.75,No
5156-UMKOW,Female,0,No,Yes,3,No,No phone service,5156,DSL,No,Yes,No,No,No,No,Month-to-month,UMKOW,No,Mailed check,29.65,90.05,No
,Female,0,Yes,Yes,43,Yes,No,1247,DSL,No,Yes,No,No,No,No,Month-to-month,QBVSH,No,Mailed check,50.2,2169.4,No
6734-GMPVK,Male,0,No,No,5,Yes,Yes,6734,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,GMPVK,No,Electronic check,105.3,550.6,No
9822-OAOVB,Female,0,No,No,1,Yes,No,9822,DSL,No,No,No,No,No,Yes,Month-to-month,OAOVB,Yes,Electronic check,55.45,55.45,No
6161-ERDGD,Male,0,Yes,Yes,71,Yes,Yes,6161,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,ERDGD,No,Electronic check,85.45,6300.85,No
,Female,0,Yes,Yes,8,Yes,No,1226,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,JZNKR,No,Electronic check,19.8,160.05,No
7318-EIVKO,Male,0,No,No,8,Yes,Yes,7318,DSL,No,No,No,No,Yes,No,Month-to-month,EIVKO,Yes,Electronic check,59.25,436.6,No
,Male,0,No,No,20,Yes,Yes,3771,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,PZOBW,Yes,Credit card (automatic),90.7,1781.35,No
5136-KCKGI,Female,0,Yes,Yes,33,Yes,Yes,5136,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,KCKGI,Yes,Mailed check,103.7,3467,Yes
8231-BSWXX,Male,0,No,No,71,Yes,Yes,8231,Fiber optic,No,Yes,No,No,No,No,One year,BSWXX,Yes,Credit card (automatic),79.05,5552.5,No
6486-LHTMA,Female,1,Yes,No,31,Yes,Yes,6486,Fiber optic,No,No,Yes,No,Yes,No,One year,LHTMA,Yes,Electronic check,90.7,2835.5,No
,Female,1,Yes,No,38,Yes,Yes,4083,Fiber optic,Yes,Yes,No,No,No,Yes,One year,BFNYK,No,Credit card (automatic),95,3591.25,No
,Male,0,No,No,1,Yes,No,3722,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,WPXTK,Yes,Electronic check,88.35,88.35,Yes
7389-KBFIT,Female,0,Yes,Yes,2,No,No phone service,7389,DSL,No,Yes,No,No,No,No,Month-to-month,KBFIT,Yes,Mailed check,30.25,63.75,No
7176-WIONM,Female,0,Yes,No,12,No,No phone service,7176,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,WIONM,Yes,Bank transfer (automatic),49.85,617.15,No
5141-ZUVBH,Female,0,No,Yes,9,Yes,No,5141,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,ZUVBH,No,Bank transfer (automatic),93,870.25,No
1089-HDMKP,Male,1,No,Yes,11,Yes,No,1089,DSL,No,Yes,No,Yes,No,No,Month-to-month,HDMKP,Yes,Electronic check,54.55,601.25,No
7623-HKYRK,Male,0,No,Yes,6,Yes,No,7623,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,HKYRK,No,Mailed check,19.7,111.65,No
,Female,0,Yes,No,71,Yes,No,310,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,SUCIN,Yes,Bank transfer (automatic),84.8,6046.1,No
5197-PYEPU,Female,0,Yes,Yes,42,Yes,Yes,5197,Fiber optic,Yes,Yes,No,No,Yes,No,One year,PYEPU,Yes,Credit card (automatic),94.45,3923.8,No
,Female,0,Yes,Yes,8,Yes,No,2929,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,ERCFZ,Yes,Electronic check,94.2,777.3,Yes
,Female,0,No,No,5,Yes,No,7548,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,SEPYI,Yes,Electronic check,96.25,512.45,Yes
,Female,0,Yes,No,2,Yes,No,8835,Fiber optic,No,No,No,No,No,No,Month-to-month,VSDSE,Yes,Electronic check,70.7,141.45,Yes
6619-RPLQZ,Female,0,Yes,Yes,45,Yes,No,6619,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,RPLQZ,No,Mailed check,20.85,892.15,No
,Male,0,Yes,Yes,28,No,No phone service,3275,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,RHRNE,Yes,Credit card (automatic),60,1682.05,No
3503-TYDAY,Female,0,Yes,No,43,Yes,Yes,3503,Fiber optic,No,Yes,No,No,No,No,Month-to-month,TYDAY,No,Electronic check,80.45,3398.9,No
6901-GOGZG,Male,0,No,Yes,60,Yes,Yes,6901,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,GOGZG,Yes,Electronic check,84.95,4984.85,No
,Female,0,Yes,No,42,No,No phone service,1623,DSL,No,Yes,No,Yes,No,No,One year,NLDOT,No,Mailed check,33.55,1445.3,Yes
7021-XSNYE,Male,0,Yes,Yes,7,No,No phone service,7021,DSL,Yes,No,Yes,Yes,No,Yes,Two year,XSNYE,No,Credit card (automatic),49.65,305.55,No
9621-OUPYD,Female,0,Yes,No,25,Yes,No,9621,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,OUPYD,Yes,Bank transfer (automatic),20.2,507.9,No
9898-KZQDZ,Female,1,Yes,Yes,40,Yes,Yes,9898,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,KZQDZ,Yes,Credit card (automatic),94.55,3640.45,Yes
,Male,0,No,No,27,Yes,Yes,8982,Fiber optic,No,No,Yes,No,Yes,Yes,One year,NHAVY,Yes,Bank transfer (automatic),100.5,2673.45,No
4307-KWMXE,Male,0,No,No,10,No,No phone service,4307,DSL,No,Yes,No,Yes,No,No,Month-to-month,KWMXE,No,Electronic check,35.75,389.8,No
,Female,1,No,No,27,Yes,Yes,141,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,YEAYS,Yes,Bank transfer (automatic),86.45,2401.05,No
2450-ZKEED,Female,0,No,No,11,Yes,No,2450,DSL,No,No,Yes,Yes,No,No,One year,ZKEED,No,Bank transfer (automatic),53.8,651.55,No
3694-DELSO,Male,0,Yes,Yes,4,No,No phone service,3694,DSL,Yes,No,No,No,Yes,No,Month-to-month,DELSO,No,Credit card (automatic),38.55,156.1,No
3893-JRNFS,Male,0,No,No,68,No,No phone service,3893,DSL,No,No,Yes,No,No,Yes,Month-to-month,JRNFS,Yes,Bank transfer (automatic),39.9,2796.35,No
9603-OAIHC,Male,1,No,No,1,Yes,No,9603,Fiber optic,No,No,No,No,No,No,Month-to-month,OAIHC,Yes,Electronic check,70.05,70.05,No
,Female,0,No,No,18,Yes,No,1133,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,KXCGE,No,Mailed check,20.1,407.05,No
,Female,0,No,No,57,Yes,Yes,5236,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,PERKL,Yes,Bank transfer (automatic),112.95,6465,Yes
,Male,0,No,No,26,Yes,No,142,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,GVYSN,Yes,Electronic check,20.3,511.25,No
1049-FYSYG,Female,0,Yes,No,17,No,No phone service,1049,DSL,No,Yes,Yes,No,No,No,Month-to-month,FYSYG,Yes,Credit card (automatic),35.65,646.05,No
7854-FOKSF,Male,0,No,No,1,No,No phone service,7854,DSL,No,No,No,No,No,Yes,Month-to-month,FOKSF,No,Electronic check,35.9,35.9,Yes
,Male,0,No,Yes,38,Yes,Yes,2519,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,FAKOD,Yes,Bank transfer (automatic),99.25,3777.15,Yes
,Male,1,Yes,No,59,Yes,No,8406,Fiber optic,Yes,Yes,Yes,No,No,No,One year,LNMHF,Yes,Credit card (automatic),82.95,4903.15,No
,Male,0,No,No,30,Yes,No,1821,DSL,Yes,No,Yes,No,No,No,Two year,BUCWY,Yes,Mailed check,55.65,1653.85,No
,Male,1,No,No,2,No,No phone service,8263,DSL,No,No,No,No,No,No,Month-to-month,JQAIK,Yes,Mailed check,24.45,47.5,Yes
0023-UYUPN,Female,1,Yes,No,50,Yes,Yes,23,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,UYUPN,No,Electronic check,25.2,1306.3,No
8314-DPQHL,Male,0,No,No,9,No,No phone service,8314,DSL,Yes,No,Yes,Yes,No,Yes,One year,DPQHL,No,Mailed check,50.8,463.6,No
,Female,0,Yes,Yes,3,Yes,No,1465,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,WCZVT,No,Mailed check,19.65,60.65,No
,Female,0,No,Yes,14,Yes,No,9481,DSL,No,No,Yes,No,Yes,No,Month-to-month,SFCQY,Yes,Credit card (automatic),59.8,824.85,No
6360-SVNWV,Female,1,No,No,31,Yes,No,6360,Fiber optic,Yes,No,No,No,No,No,Month-to-month,SVNWV,Yes,Credit card (automatic),73.55,2094.65,No
0567-GGCAC,Female,0,No,No,7,Yes,No,567,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,GGCAC,No,Electronic check,61.4,438.9,No
7089-IVVAZ,Female,0,No,No,8,Yes,Yes,7089,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,IVVAZ,Yes,Bank transfer (automatic),103.35,847.3,Yes
8884-MRNSU,Male,0,Yes,Yes,17,Yes,No,8884,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,MRNSU,No,Bank transfer (automatic),19.9,329.75,No
,Male,0,Yes,Yes,32,Yes,No,2171,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,UDMFD,Yes,Credit card (automatic),19.45,674.55,No
9050-IKDZA,Female,1,No,No,2,Yes,No,9050,Fiber optic,No,No,No,No,Yes,No,Month-to-month,IKDZA,No,Mailed check,81.5,162.55,No
,Male,1,No,No,7,Yes,Yes,2205,Fiber optic,No,No,No,No,Yes,No,Month-to-month,YMZZJ,Yes,Electronic check,84.8,546.95,Yes
9802-CAQUT,Female,0,Yes,Yes,72,Yes,Yes,9802,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,CAQUT,No,Credit card (automatic),109.55,7887.25,No
,Female,1,No,No,31,Yes,Yes,1254,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,IZEYF,Yes,Electronic check,99.95,3186.65,Yes
0187-WZNAB,Female,0,Yes,Yes,27,Yes,No,187,Fiber optic,Yes,No,No,No,No,No,Month-to-month,WZNAB,No,Mailed check,74.4,1972.35,No
,Female,0,No,No,18,Yes,Yes,9492,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,TOKRI,Yes,Credit card (automatic),90,1527.35,Yes
1475-VWVDO,Male,0,No,No,7,Yes,No,1475,Fiber optic,No,No,Yes,No,No,No,Month-to-month,VWVDO,Yes,Electronic check,74.9,490.55,No
,Female,1,No,No,14,Yes,Yes,9221,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,OTIVJ,Yes,Electronic check,104.85,1531.4,Yes
1357-MVDOZ,Male,0,Yes,Yes,11,Yes,No,1357,DSL,No,No,Yes,No,Yes,No,Month-to-month,MVDOZ,Yes,Bank transfer (automatic),59.65,683.25,No
,Female,0,Yes,Yes,72,Yes,Yes,7602,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,MVRMB,Yes,Bank transfer (automatic),110.45,8058.85,No
3325-FUYCG,Male,0,Yes,Yes,28,Yes,Yes,3325,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,FUYCG,No,Electronic check,106.1,2847.4,Yes
5908-QMGOE,Male,1,No,No,15,Yes,Yes,5908,Fiber optic,No,No,No,No,No,No,Month-to-month,QMGOE,Yes,Credit card (automatic),74.2,1133.9,Yes
,Female,1,No,No,4,Yes,Yes,1197,Fiber optic,No,No,No,No,No,No,Month-to-month,BVMVG,Yes,Electronic check,74.45,294.45,No
5406-KGRMX,Female,0,No,No,71,Yes,Yes,5406,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,KGRMX,No,Electronic check,24.55,1719.15,No
8481-YYXWG,Female,0,No,No,5,Yes,No,8481,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,YYXWG,Yes,Electronic check,89.35,461.7,Yes
,Male,0,Yes,Yes,47,Yes,Yes,5968,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,HYJRZ,No,Mailed check,24.55,1160.45,No
5198-EFNBM,Male,1,Yes,No,57,Yes,No,5198,Fiber optic,No,Yes,Yes,No,Yes,No,One year,EFNBM,Yes,Electronic check,90.65,5199.8,No
,Male,1,Yes,No,50,Yes,Yes,7516,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,GMHUV,Yes,Credit card (automatic),105.05,5163.3,No
7140-ADSMJ,Male,0,No,No,8,Yes,No,7140,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,ADSMJ,Yes,Credit card (automatic),20.45,162.3,No
,Female,0,Yes,Yes,48,Yes,No,2230,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,XTUWL,No,Mailed check,19.55,883.35,No
,Female,0,No,No,70,Yes,No,7706,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,YLMQA,No,Bank transfer (automatic),19.7,1341.5,No
2585-KTFRE,Male,0,No,Yes,1,Yes,No,2585,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,KTFRE,Yes,Bank transfer (automatic),70.45,70.45,No
7994-UYIVZ,Male,0,Yes,No,8,Yes,Yes,7994,Fiber optic,No,No,No,No,No,Yes,Month-to-month,UYIVZ,Yes,Bank transfer (automatic),85.65,659.45,No
,Female,0,No,No,1,Yes,Yes,2609,Fiber optic,No,No,No,No,No,No,Month-to-month,IAICY,Yes,Electronic check,77.15,77.15,Yes
1740-CSDJP,Male,0,No,No,1,No,No phone service,1740,DSL,No,No,No,No,No,Yes,Month-to-month,CSDJP,Yes,Bank transfer (automatic),35.25,35.25,Yes
7717-BICXI,Male,0,Yes,Yes,60,Yes,No,7717,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,BICXI,No,Mailed check,20.55,1205.05,No
,Male,0,Yes,Yes,49,Yes,Yes,6559,Fiber optic,No,No,No,Yes,Yes,Yes,One year,RAKOZ,Yes,Electronic check,97.95,4917.9,No
2636-OHFMN,Male,0,Yes,No,4,No,No phone service,2636,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,OHFMN,Yes,Electronic check,48.55,201,Yes
,Female,0,No,No,29,Yes,No,4716,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,MRVEN,No,Mailed check,20,599.3,No
2143-LJULT,Female,0,Yes,No,67,Yes,Yes,2143,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,LJULT,Yes,Credit card (automatic),25.25,1733.15,No
1323-OOEPC,Female,0,Yes,No,53,Yes,Yes,1323,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,OOEPC,Yes,Credit card (automatic),98.4,5149.5,Yes
3200-MNQTF,Male,0,Yes,No,67,Yes,Yes,3200,DSL,Yes,Yes,Yes,Yes,No,No,Two year,MNQTF,No,Credit card (automatic),70.9,4677.1,No
,Female,0,Yes,Yes,6,Yes,No,6164,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,HXUGH,No,Mailed check,19.85,119.3,No
5630-IXDXV,Female,0,No,No,47,Yes,Yes,5630,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,IXDXV,Yes,Electronic check,106.35,4849.1,No
0320-DWVTU,Female,0,No,No,53,Yes,No,320,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,DWVTU,No,Mailed check,99.5,5424.25,No
,Male,0,Yes,No,69,Yes,No,9135,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,MGVPY,Yes,Mailed check,84.7,5878.9,No
1212-GLHMD,Male,0,No,No,3,Yes,No,1212,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,GLHMD,Yes,Mailed check,86.05,244.85,No
7878-JGDKK,Male,0,No,No,4,Yes,No,7878,DSL,No,No,No,No,No,No,Month-to-month,JGDKK,No,Mailed check,44.55,220.75,No
,Male,0,Yes,Yes,56,Yes,Yes,1088,DSL,Yes,Yes,No,Yes,No,Yes,Two year,AUUZZ,Yes,Credit card (automatic),75.85,4261.2,No
0397-GZBBC,Male,1,Yes,No,59,Yes,Yes,397,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,GZBBC,Yes,Bank transfer (automatic),93.85,5574.75,Yes
6614-YWYSC,Male,1,Yes,No,61,Yes,Yes,6614,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,YWYSC,No,Bank transfer (automatic),25,1501.75,No
9588-OZDMQ,Female,0,Yes,No,2,Yes,No,9588,DSL,No,No,No,No,No,No,Month-to-month,OZDMQ,Yes,Electronic check,45,89.75,No
,Male,1,Yes,Yes,46,Yes,Yes,7641,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,EUYET,Yes,Electronic check,100.7,4541.2,Yes
,Male,0,Yes,Yes,12,Yes,No,6476,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,EPYZR,No,Mailed check,20.5,255.5,No
,Female,0,No,No,14,Yes,Yes,9921,Fiber optic,No,No,Yes,No,No,No,Month-to-month,ZVRHG,Yes,Electronic check,80.45,1072,Yes
1174-FGIFN,Female,0,Yes,Yes,28,Yes,Yes,1174,Fiber optic,No,No,No,Yes,No,Yes,One year,FGIFN,Yes,Electronic check,90.45,2509.25,No
6620-HVDUJ,Male,0,No,No,24,Yes,No,6620,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,HVDUJ,No,Bank transfer (automatic),60.45,1440.75,No
4701-MLJPN,Male,0,No,No,31,Yes,No,4701,DSL,No,No,Yes,Yes,No,No,Month-to-month,MLJPN,Yes,Electronic check,55.25,1715.65,Yes
1032-MAELW,Female,0,Yes,Yes,68,Yes,Yes,1032,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,MAELW,Yes,Electronic check,78.45,5333.35,No
7641-TQFHN,Male,0,No,Yes,39,Yes,Yes,7641,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,TQFHN,No,Mailed check,100.55,3895.35,No
,Female,0,Yes,No,42,Yes,No,1552,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,TKMXS,No,Credit card (automatic),20.35,869.9,No
,Male,0,Yes,No,13,No,No phone service,9206,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,GVPEQ,Yes,Electronic check,54.45,706.85,Yes
,Female,0,Yes,No,6,Yes,Yes,8622,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,ZLFKO,Yes,Electronic check,90.75,512.25,No
1596-BBVTG,Male,0,No,No,35,Yes,Yes,1596,Fiber optic,No,No,No,No,No,No,Month-to-month,BBVTG,No,Credit card (automatic),75.35,2636.05,Yes
,Female,0,Yes,No,38,Yes,No,6188,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,UXBBR,Yes,Credit card (automatic),20.25,814.75,No
2333-KWEWW,Male,0,No,No,18,Yes,No,2333,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,KWEWW,No,Credit card (automatic),20.05,388.6,No
,Female,0,Yes,No,4,Yes,No,5702,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,SKUOB,No,Mailed check,19.6,93.45,No
,Male,0,Yes,No,27,Yes,No,1134,DSL,No,Yes,No,Yes,No,No,Month-to-month,YWTYF,Yes,Electronic check,53.8,1389.85,No
,Male,0,No,Yes,41,Yes,No,6061,DSL,Yes,Yes,Yes,No,Yes,No,One year,GWWAV,No,Mailed check,70.2,2894.55,No
,Male,0,Yes,Yes,50,Yes,No,679,DSL,Yes,No,No,Yes,Yes,Yes,One year,TDGAK,No,Electronic check,75.5,4025.6,No
,Male,0,Yes,Yes,72,Yes,No,6585,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,WCEWR,No,Electronic check,20.35,1354.4,No
9067-YGSCA,Female,0,No,No,70,Yes,Yes,9067,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,YGSCA,No,Credit card (automatic),26.05,1856.4,No
,Male,0,Yes,Yes,44,Yes,No,9067,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,SQTNS,No,Bank transfer (automatic),20.6,926,No
8433-WXGNA,Male,0,No,No,2,Yes,No,8433,Fiber optic,Yes,No,No,No,No,No,Month-to-month,WXGNA,Yes,Electronic check,75.7,189.2,Yes
,Female,0,Yes,Yes,34,Yes,No,1776,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,SPBWV,Yes,Bank transfer (automatic),20.1,682.1,No
